stem	llfpm10	suffix	suffix_initial	back	front	form_varies	log_odds_back
farmer	1.984242209298364	Poss.1Sg	V	604	664	TRUE	-0.09470795154161891
modem	1.8046211752050836	Dat	C	1	661	TRUE	-6.493753839851686
kráter	1.5554389092659462	Ill	C	25	659	TRUE	-3.2718477096343066
klaszter	1.9252273729939529	All	C	1	658	TRUE	-6.489204931325317
tandem	1.0699583224183673	Ine	C	7	654	TRUE	-4.537197202401885
omlett	0.9301594617947097	Dat	C	0	648	FALSE	NA
koncert	3.0752510936798796	Abl	C	0	647	FALSE	NA
haver	2.2866022611361054	Pl.Poss.3Pl	C	646	0	FALSE	NA
kolesz	0.7726222789466473	Ill	C	646	72	TRUE	2.1941333847665465
hotel	2.9641042281879626	Poss.3Sg	V	1	642	TRUE	-6.464588303689961
balett	2.009241501756081	Subl	C	564	638	TRUE	-0.12328403184673103
pollen	1.5346232211256754	Pl.Poss.3Sg	C	0	637	FALSE	NA
projekt	3.416526341311925	Pl.Poss.1Sg	C	0	632	FALSE	NA
balett	2.009241501756081	All	C	122	628	TRUE	-1.638519121734942
matek	1.7446768078145567	Supe	V	628	1	TRUE	6.4425401664681985
kráter	1.5554389092659462	Ela	C	8	627	TRUE	-4.361504998953085
szoftver	2.8823776554889804	Ade	C	1	624	TRUE	-6.436150368369428
sólet	0.5795661084462529	Acc	V	28	622	TRUE	-3.1007355825639755
flaszter	0.45065098390392183	Supe	V	0	620	FALSE	NA
farmer	1.984242209298364	Dat	C	134	619	TRUE	-1.5302654727336846
rubel	1.3648850069419438	Ins	C	13	614	TRUE	-3.855045570685606
fater	1.2643232470451446	Ins	C	613	37	TRUE	2.807447023291987
kábel	2.5255200123429824	Ill	C	13	612	TRUE	-3.8517829250507893
puffer	1.3898337365494366	Ill	C	48	604	TRUE	-2.532373187026924
pollen	1.5346232211256754	Ins	C	0	603	FALSE	NA
rulett	1.0008565784407637	Supe	V	0	596	FALSE	NA
hardver	2.192226286470405	Abl	C	0	595	FALSE	NA
puffer	1.3898337365494366	Ins	C	36	591	TRUE	-2.798297078949988
ágens	1.3130456667326265	Dat	C	2	587	TRUE	-5.681877639268151
fotel	1.918034842594317	All	C	153	584	TRUE	-1.3394630614357916
koncert	3.0752510936798796	Poss.2Pl	V	0	583	FALSE	NA
bankett	1.09656121596579	Subl	C	68	580	TRUE	-2.1435203983643585
panel	2.4164305848960708	Ade	C	111	580	TRUE	-1.6534979022281309
haver	2.2866022611361054	Abl	C	579	54	TRUE	2.3723184310087206
krokett	0.5548602356534778	Pl	V	0	578	FALSE	NA
gólem	0.9666714958476778	Acc	V	0	577	FALSE	NA
pasztell	1.4163120740957438	Ins	C	56	572	TRUE	-2.3237873006446486
makett	1.6926464808727033	Ins	C	32	569	TRUE	-2.8781445313266043
balett	2.009241501756081	Ade	C	150	568	TRUE	-1.3314861246248957
zsáner	1.2899655745630536	Poss.1Sg	V	0	567	FALSE	NA
moped	0.9109327535484344	Ins	C	0	554	FALSE	NA
szoftver	2.8823776554889804	Poss.2Sg	V	0	553	FALSE	NA
póker	1.4147938326074063	Supe	V	0	552	FALSE	NA
farmer	1.984242209298364	Poss.3Sg	C	551	116	TRUE	1.55814461804655
partner	3.170887565855278	Ela	C	1	550	TRUE	-6.309918278226516
drukker	1.599349006057054	Dat	C	6	536	TRUE	-4.492374691842747
sóder	0.9842054240536064	Ins	C	167	536	TRUE	-1.166140348654047
nonszensz	1.2858393542194446	Pl	V	0	531	FALSE	NA
pamflet	0.7429766651842116	Acc	V	1	531	TRUE	-6.274762021241939
dzsungel	1.8138983008598983	Ins	C	12	528	TRUE	-3.784189633918261
mágnes	1.8441518280462148	Supe	V	0	522	FALSE	NA
poszter	1.7624880360068378	Pl.Poss.3Sg	V	0	522	FALSE	NA
roller	1.4284785179087636	Supe	V	29	521	TRUE	-2.8884542117668928
tróger	0.7114537050098807	Pl	V	35	521	TRUE	-2.700401980263953
balett	2.009241501756081	Ela	C	69	511	TRUE	-2.002263085606445
maszek	1.0569096792608152	Pl	V	511	1	TRUE	6.236369590203704
dzsungel	1.8138983008598983	Poss.3Sg	V	0	509	FALSE	NA
fotel	1.918034842594317	Subl	C	242	505	TRUE	-0.7356207031186734
poszter	1.7624880360068378	Dat	C	11	504	TRUE	-3.824680995272998
drukker	1.599349006057054	Pl.Poss.1Pl	V	0	501	FALSE	NA
docens	2.334254917204184	Ins	C	1	498	TRUE	-6.210600077024653
bunker	1.476796124675244	Poss.3Sg	V	3	497	TRUE	-5.109977737428519
konszern	1.5587549012315391	Ins	C	0	497	FALSE	NA
rubel	1.3648850069419438	Ill	C	18	497	TRUE	-3.318218268200464
haver	2.2866022611361054	All	C	494	23	TRUE	3.0670413012587727
szlogen	1.9318761017045023	Transl	C	0	494	FALSE	NA
klaszter	1.9252273729939529	Supe	V	1	493	TRUE	-6.20050917404269
maszek	1.0569096792608152	Ine	C	493	23	TRUE	3.0650149581135406
láger	1.242439945332364	Ela	C	32	490	TRUE	-2.728669488304946
konszern	1.5587549012315391	Poss.3Sg	C	0	488	FALSE	NA
koncert	3.0752510936798796	Ade	C	0	478	FALSE	NA
totem	0.8624780099324221	Pl	V	0	476	FALSE	NA
hardver	2.192226286470405	Pl.Poss.3Sg	V	0	468	FALSE	NA
haver	2.2866022611361054	Poss.3Pl	C	467	4	TRUE	4.760034896549007
duett	1.4809516014593376	Ins	C	0	464	FALSE	NA
fráter	1.1826921806578794	Pl	V	3	456	TRUE	-5.0238805208462765
farmer	1.984242209298364	Subl	C	228	448	TRUE	-0.6754476034605444
koffer	0.9596105383709403	Pl	V	35	442	TRUE	-2.5359618205882843
lumen	1.3578062989248016	Ine	C	1	442	TRUE	-6.091309882077698
malter	0.6100893505755742	Ins	C	440	68	TRUE	1.8672670217362002
motel	1.2119005338291844	Ill	C	140	439	TRUE	-1.142856990465867
káder	1.0191292004490349	Pl.Poss.3Sg	V	0	438	FALSE	NA
gólem	0.9666714958476778	Pl	V	0	437	FALSE	NA
matek	1.7446768078145567	Abl	C	437	10	TRUE	3.7773481021015445
bróker	1.509573270037965	Poss.3Sg	V	0	436	FALSE	NA
klaszter	1.9252273729939529	Ins	C	5	436	TRUE	-4.468204330914934
balett	2.009241501756081	Del	C	111	434	TRUE	-1.3635143327880708
ágens	1.3130456667326265	Poss.3Sg	V	0	434	FALSE	NA
mágnes	1.8441518280462148	Subl	C	1	433	TRUE	-6.07073772800249
bagett	1.0062847018807737	Pl	V	0	432	FALSE	NA
tandem	1.0699583224183673	Acc	V	1	430	TRUE	-6.063785208687608
notesz	1.2106855490122028	Ill	C	188	429	TRUE	-0.8250149560980679
burleszk	0.6649295867445704	Ill	C	1	428	TRUE	-6.059123195581797
kartell	1.1924313135247973	Supe	V	0	428	FALSE	NA
kartell	1.1924313135247973	Ine	C	42	424	TRUE	-2.3120638369485893
pakett	0.4472263572536482	Acc	V	19	424	TRUE	-3.1052944760655175
token	1.245905770590949	Ins	C	0	422	FALSE	NA
szovjet	2.59966886920045	Acc	V	0	421	FALSE	NA
bukfenc	1.0306613020268856	Ins	C	0	419	FALSE	NA
drukker	1.599349006057054	Poss.3Sg	V	0	418	FALSE	NA
makett	1.6926464808727033	All	C	1	414	TRUE	-6.025865973825314
kupec	0.4459578141554795	Pl	V	48	413	TRUE	-2.1522465820531416
szlogen	1.9318761017045023	Pl.Poss.3Sg	C	0	412	FALSE	NA
zsáner	1.2899655745630536	Ill	C	3	411	TRUE	-4.919980925828125
szlogen	1.9318761017045023	All	C	0	410	FALSE	NA
lumen	1.3578062989248016	Poss.3Sg	V	0	406	FALSE	NA
raszter	0.7107638010015679	Ine	C	27	405	TRUE	-2.70805020110221
balett	2.009241501756081	Abl	C	45	404	TRUE	-2.1947523881908304
zsáner	1.2899655745630536	Dat	C	2	402	TRUE	-5.303304908059076
szovjet	2.59966886920045	Ins	C	0	401	FALSE	NA
krokett	0.5548602356534778	Ins	C	22	398	TRUE	-2.8954095519261216
projekt	3.416526341311925	Poss.3Sg	V	0	397	FALSE	NA
puffer	1.3898337365494366	Ela	C	51	394	TRUE	-2.044525276573608
makett	1.6926464808727033	Del	C	8	390	TRUE	-3.886705197443856
szonett	1.1139782696654663	Poss.3Sg	C	3	390	TRUE	-4.867534450455582
ágens	1.3130456667326265	Pl.Poss.3Sg	V	0	388	FALSE	NA
szonett	1.1139782696654663	Pl.Poss.3Sg	C	0	387	FALSE	NA
kódex	2.156884917051594	Pl.Poss.3Sg	V	0	386	FALSE	NA
póker	1.4147938326074063	All	C	2	386	TRUE	-5.262690188904886
koncert	3.0752510936798796	Poss.2Sg	V	0	383	FALSE	NA
bróker	1.509573270037965	Ins	C	3	382	TRUE	-4.846808319938465
modem	1.8046211752050836	Ill	C	7	380	TRUE	-3.994261103665118
roller	1.4284785179087636	Subl	C	23	380	TRUE	-2.804677036791282
szoftver	2.8823776554889804	Poss.1Sg	V	0	379	FALSE	NA
szlogen	1.9318761017045023	Poss.1Sg	V	0	377	FALSE	NA
szlogen	1.9318761017045023	Ine	C	1	375	TRUE	-5.926926025970411
mater	1.2873847479934366	Ine	C	24	374	TRUE	-2.746201967066586
kráter	1.5554389092659462	All	C	3	372	TRUE	-4.820281565605037
bagett	1.0062847018807737	Supe	V	0	370	FALSE	NA
hotel	2.9641042281879626	Transl	C	16	370	TRUE	-3.1409142833984887
sláger	2.2587678514546465	Ine	C	2	370	TRUE	-5.220355825078324
póker	1.4147938326074063	Subl	C	4	369	TRUE	-4.524502282920636
plakett	1.2063588716944174	Poss.3Sg	C	9	364	TRUE	-3.6999292903005214
farmer	1.984242209298364	Ill	C	363	344	TRUE	0.053761176891452524
fotel	1.918034842594317	Dat	C	75	363	TRUE	-1.5769147207285403
pamflet	0.7429766651842116	Pl	V	0	363	FALSE	NA
dzsungel	1.8138983008598983	Transl	C	7	356	TRUE	-3.929020581796717
farmer	1.984242209298364	Poss.2Sg	V	239	356	TRUE	-0.39846717892051975
valdens	0.09273049944338284	Pl	V	0	356	FALSE	NA
transzfer	2.0095093061978013	Dat	C	1	353	TRUE	-5.8664680569332965
kábel	2.5255200123429824	Abl	C	5	352	TRUE	-4.254193263163997
páter	1.0617720601296703	Pl	V	2	351	TRUE	-5.16763904290592
koncert	3.0752510936798796	Pl.Poss.1Sg	C	0	349	FALSE	NA
modem	1.8046211752050836	Poss.2Sg	V	0	349	FALSE	NA
rulett	1.0008565784407637	Ine	C	10	345	TRUE	-3.5409593240373143
modell	3.2458076642479075	Pl.Poss.1Sg	C	0	344	FALSE	NA
zsáner	1.2899655745630536	Supe	V	0	342	FALSE	NA
balett	2.009241501756081	Supe	V	133	338	TRUE	-0.9326967672612649
krokett	0.5548602356534778	Acc	V	3	338	TRUE	-4.724433606814909
panel	2.4164305848960708	Abl	C	50	338	TRUE	-1.9110228900548727
bróker	1.509573270037965	Subl	C	2	336	TRUE	-5.123963979403259
szovjet	2.59966886920045	Dat	C	0	333	FALSE	NA
póker	1.4147938326074063	Del	C	7	326	TRUE	-3.8409872323113943
transzfer	2.0095093061978013	Poss.3Sg	V	0	326	FALSE	NA
kráter	1.5554389092659462	Pl.Poss.3Sg	V	0	324	FALSE	NA
lumpen	0.38214543272564394	Pl	V	0	324	FALSE	NA
panel	2.4164305848960708	Poss.3Sg	V	3	324	TRUE	-4.68213122712422
konszern	1.5587549012315391	Ade	C	0	322	FALSE	NA
kartell	1.1924313135247973	Ins	C	12	320	TRUE	-3.283414346005772
makett	1.6926464808727033	Dat	C	13	319	TRUE	-3.200241745323308
klaszter	1.9252273729939529	Poss.3Sg	V	0	318	FALSE	NA
sláger	2.2587678514546465	All	C	3	318	TRUE	-4.663439094112067
szonett	1.1139782696654663	Ine	C	5	318	TRUE	-4.152613470346076
mágnes	1.8441518280462148	Ela	C	0	316	FALSE	NA
koffer	0.9596105383709403	Ins	C	161	315	TRUE	-0.6711682738411702
mágnes	1.8441518280462148	All	C	0	315	FALSE	NA
balett	2.009241501756081	Ill	C	231	311	TRUE	-0.2973752016574406
kókler	0.9301594617947097	Dat	C	11	310	TRUE	-3.3386770246808215
transzfer	2.0095093061978013	Del	C	0	309	FALSE	NA
hardver	2.192226286470405	Ill	C	49	306	TRUE	-1.8317648038417542
kartell	1.1924313135247973	Dat	C	20	306	TRUE	-2.72785282839839
makett	1.6926464808727033	Poss.1Sg	V	2	306	TRUE	-5.030437921392435
notesz	1.2106855490122028	Ine	C	100	305	TRUE	-1.1151415906193203
skanzen	1.4895721276614022	Pl	V	0	304	FALSE	NA
skanzen	1.4895721276614022	All	C	3	303	TRUE	-4.61512051684126
matek	1.7446768078145567	Del	C	302	14	TRUE	3.0713696877596113
docens	2.334254917204184	Transl	C	0	301	FALSE	NA
bagett	1.0062847018807737	Subl	C	3	300	TRUE	-4.605170185988091
modern	3.2002882565744417	Acc	V	0	297	FALSE	NA
klaszter	1.9252273729939529	Poss.1Pl	V	0	296	FALSE	NA
modem	1.8046211752050836	Poss.3Sg	C	2	294	TRUE	-4.990432586778736
zsáner	1.2899655745630536	All	C	0	294	FALSE	NA
latex	1.2796554290768758	Subl	C	20	293	TRUE	-2.6844403354630764
bunker	1.476796124675244	Dat	C	55	291	TRUE	-1.6659900819390216
farmer	1.984242209298364	Poss.3Sg	V	0	291	FALSE	NA
vátesz	0.4020716349811336	Poss.3Sg	V	0	287	FALSE	NA
dolmen	0.07518929954846854	Pl	V	0	286	FALSE	NA
kartell	1.1924313135247973	Ill	C	45	286	TRUE	-1.8493293210495327
makett	1.6926464808727033	Subl	C	22	279	TRUE	-2.5401693284630498
dózer	0.4877957350906076	Pl	V	0	277	FALSE	NA
fotel	1.918034842594317	Poss.3Sg	C	258	276	TRUE	-0.06744128079553253
kódex	2.156884917051594	Supe	V	0	276	FALSE	NA
dzsungel	1.8138983008598983	Subl	C	14	275	TRUE	-2.977713768051313
duett	1.4809516014593376	Subl	C	0	274	FALSE	NA
koncert	3.0752510936798796	Distr:nként/Adv	V	0	272	FALSE	NA
transzfer	2.0095093061978013	All	C	0	271	FALSE	NA
transzfer	2.0095093061978013	Ine	C	2	270	TRUE	-4.90527477843843
konszern	1.5587549012315391	Ine	C	0	267	FALSE	NA
maszek	1.0569096792608152	Ill	C	267	5	TRUE	3.977810745966149
codec	0.7403125553016779	Acc	V	0	266	FALSE	NA
tandem	1.0699583224183673	Ins	C	7	265	TRUE	-3.633819676930909
klaszter	1.9252273729939529	Subl	C	1	264	TRUE	-5.575949103146316
puffer	1.3898337365494366	Dat	C	27	264	TRUE	-2.280112237141987
zsáner	1.2899655745630536	Ins	C	3	264	TRUE	-4.477336814478207
fater	1.2643232470451446	Poss.2Sg	V	263	0	FALSE	NA
fotel	1.918034842594317	Supe	V	202	263	TRUE	-0.26388633477655976
bankett	1.09656121596579	Del	C	6	261	TRUE	-3.7727609380946383
kadet	1.0549493807742008	Pl	V	76	261	TRUE	-1.2337870670363622
kábel	2.5255200123429824	Poss.2Sg	V	1	259	TRUE	-5.556828061699537
latex	1.2796554290768758	Ine	C	24	259	TRUE	-2.378774231351592
szkander	0.6195616634977026	Ine	C	113	259	TRUE	-0.8294402429871971
plakett	1.2063588716944174	Supe	V	1	256	TRUE	-5.545177444479562
farmer	1.984242209298364	Supe	V	153	255	TRUE	-0.5108256237659907
mater	1.2873847479934366	Abl	C	2	255	TRUE	-4.848116364598481
mater	1.2873847479934366	Ill	C	22	254	TRUE	-2.4462918136602205
póker	1.4147938326074063	Dat	C	7	252	TRUE	-3.58351893845611
partner	3.170887565855278	Poss.2Pl	V	0	251	FALSE	NA
kódex	2.156884917051594	Poss.3Pl	V	1	250	TRUE	-5.521460917862246
modem	1.8046211752050836	Poss.3Sg	V	1	250	TRUE	-5.521460917862246
bovden	0.3614813417036351	Pl	V	0	247	FALSE	NA
vátesz	0.4020716349811336	Pl	V	0	247	FALSE	NA
parkett	1.1773690982060443	Del	C	7	246	TRUE	-3.5594213868770495
bunker	1.476796124675244	All	C	16	245	TRUE	-2.728669488304946
duett	1.4809516014593376	Poss.3Pl	C	0	245	FALSE	NA
kráter	1.5554389092659462	Ins	C	1	245	TRUE	-5.5012582105447265
moped	0.9109327535484344	Poss.2Sg	V	0	245	FALSE	NA
panel	2.4164305848960708	Poss.1Sg	V	105	245	TRUE	-0.8472978603872037
mater	1.2873847479934366	All	C	3	243	TRUE	-4.394449154672439
omlett	0.9301594617947097	Pl	V	0	243	FALSE	NA
skanzen	1.4895721276614022	Dat	C	8	242	TRUE	-3.4094961844768505
fráter	1.1826921806578794	Dat	C	14	241	TRUE	-2.8457396038753964
bróker	1.509573270037965	All	C	0	237	FALSE	NA
brojler	0.31596873103774975	Pl	V	0	236	FALSE	NA
pollen	1.5346232211256754	Abl	C	2	236	TRUE	-4.770684624465665
haver	2.2866022611361054	Pl.Poss.1Pl	C	235	1	TRUE	5.459585514144159
charter	1.0574427740273058	Ins	C	1	234	TRUE	-5.455321115357702
fotel	1.918034842594317	Poss.1Pl	V	45	234	TRUE	-1.6486586255873816
moped	0.9109327535484344	Subl	C	11	234	TRUE	-3.057425842559331
projekt	3.416526341311925	Poss.2Pl	V	2	234	TRUE	-4.762173934797756
ágens	1.3130456667326265	Ins	C	0	234	FALSE	NA
farmer	1.984242209298364	Abl	C	34	233	TRUE	-1.924677928949539
kódex	2.156884917051594	Pl.Poss.1Pl	V	0	232	FALSE	NA
kráter	1.5554389092659462	Ade	C	12	231	TRUE	-2.9575110607337933
zsáner	1.2899655745630536	Ela	C	0	231	FALSE	NA
sláger	2.2587678514546465	Ela	C	0	230	FALSE	NA
barter	0.48713596362774514	Ine	C	27	228	TRUE	-2.133508762950112
bróker	1.509573270037965	Abl	C	1	228	TRUE	-5.429345628954441
púder	1.360068138969874	Subl	C	6	228	TRUE	-3.6375861597263857
jampec	0.15123380228128092	Pl	V	156	226	TRUE	-0.3706789920227489
konszern	1.5587549012315391	Abl	C	0	226	FALSE	NA
kráter	1.5554389092659462	Abl	C	0	225	FALSE	NA
mágnes	1.8441518280462148	Transl	C	0	225	FALSE	NA
poszter	1.7624880360068378	Del	C	2	225	TRUE	-4.722953221644475
hardver	2.192226286470405	Poss.2Sg	V	0	223	FALSE	NA
káder	1.0191292004490349	Poss.3Sg	V	0	222	FALSE	NA
kortes	0.13557201061440527	Pl	V	0	221	FALSE	NA
páter	1.0617720601296703	Dat	C	13	221	TRUE	-2.833213344056216
farmer	1.984242209298364	Del	C	39	220	TRUE	-1.730065900222715
modem	1.8046211752050836	Ela	C	12	219	TRUE	-2.9041650800285006
notesz	1.2106855490122028	Poss.1Sg	V	80	219	TRUE	-1.0070450951426193
klaszter	1.9252273729939529	Pl.Poss.3Sg	V	0	218	FALSE	NA
lumen	1.3578062989248016	Ins	C	1	218	TRUE	-5.384495062789089
latens	0.4907523655243713	Supe	V	0	217	FALSE	NA
bunker	1.476796124675244	Subl	C	20	216	TRUE	-2.379546134130174
koffer	0.9596105383709403	Ill	C	109	216	TRUE	-0.6839305254550213
zsáner	1.2899655745630536	Subl	C	0	216	FALSE	NA
haver	2.2866022611361054	Subl	C	214	5	TRUE	3.756538102587751
korvett	0.3058136782559591	Pl	V	0	214	FALSE	NA
makett	1.6926464808727033	Ine	C	22	214	TRUE	-2.2749335616635356
hotel	2.9641042281879626	Pl.Poss.3Sg	V	0	213	FALSE	NA
korner	0.5218599755505524	Subl	C	35	213	TRUE	-1.8059441042200113
muter	0.5004649093036383	Poss.1Sg	V	213	17	TRUE	2.528078821653209
konzerv	1.762724386751122	Supe	V	0	210	FALSE	NA
docens	2.334254917204184	Pl.Poss.3Sg	V	0	209	FALSE	NA
kráter	1.5554389092659462	Dat	C	8	207	TRUE	-3.253277251585533
sláger	2.2587678514546465	Del	C	0	207	FALSE	NA
matek	1.7446768078145567	Dat	C	206	8	TRUE	3.248434627109745
omlett	0.9301594617947097	All	C	1	205	TRUE	-5.3230099791384085
sláger	2.2587678514546465	Supe	V	0	205	FALSE	NA
konzerv	1.762724386751122	Subl	C	0	204	FALSE	NA
roller	1.4284785179087636	All	C	3	204	TRUE	-4.219507705176107
burleszk	0.6649295867445704	Acc	V	1	203	TRUE	-5.313205979041787
puffer	1.3898337365494366	Subl	C	7	203	TRUE	-3.367295829986474
raszter	0.7107638010015679	Ins	C	12	203	TRUE	-2.8282993292537872
suszter	0.9044772870280368	Dat	C	103	203	TRUE	-0.6784769908121515
zsáner	1.2899655745630536	Poss.2Sg	V	1	203	TRUE	-5.313205979041787
roller	1.4284785179087636	Dat	C	9	201	TRUE	-3.1060803307228566
rulett	1.0008565784407637	Subl	C	15	200	TRUE	-2.5902671654458267
doppler	0.8742794708181493	Ins	C	6	199	TRUE	-3.5015453554964373
mater	1.2873847479934366	Poss.1Pl	V	0	199	FALSE	NA
poszter	1.7624880360068378	Poss.1Sg	V	1	198	TRUE	-5.288267030694535
azbeszt	1.051092149444873	Ela	C	1	197	TRUE	-5.2832037287379885
dózer	0.4877957350906076	Supe	V	0	197	FALSE	NA
konzerv	1.762724386751122	Ill	C	2	197	TRUE	-4.590056548178043
rulett	1.0008565784407637	Ins	C	4	197	TRUE	-3.896909367618098
pamflet	0.7429766651842116	Poss.3Sg	C	3	196	TRUE	-4.179502370562408
suszter	0.9044772870280368	Pl	V	0	195	FALSE	NA
kábel	2.5255200123429824	Poss.1Pl	V	0	194	FALSE	NA
mater	1.2873847479934366	Dat	C	24	194	TRUE	-2.0898043287153825
modell	3.2458076642479075	Pl.Poss.3Sg	V	0	194	FALSE	NA
balek	1.18302479496678	Poss.3Sg	C	191	11	TRUE	2.854378155248259
raszter	0.7107638010015679	Pl	V	0	190	FALSE	NA
kolesz	0.7726222789466473	Ela	C	186	24	TRUE	2.0476928433652555
samesz	0.4668618282549646	Poss.3Sg	V	186	49	TRUE	1.3339263756025748
konzerv	1.762724386751122	Dat	C	0	185	FALSE	NA
kráter	1.5554389092659462	Subl	C	3	184	TRUE	-4.116323468940876
ágens	1.3130456667326265	Subl	C	0	184	FALSE	NA
kráter	1.5554389092659462	Supe	V	0	183	FALSE	NA
matek	1.7446768078145567	Poss.3Sg	C	183	7	TRUE	3.2635760037861075
moped	0.9109327535484344	Supe	V	0	183	FALSE	NA
póker	1.4147938326074063	Ela	C	4	183	TRUE	-3.82319179172153
hotel	2.9641042281879626	Pl.Poss.3Sg	C	10	182	TRUE	-2.9014215940827497
srapnel	0.01001470890808267	Pl	V	0	182	FALSE	NA
szlogen	1.9318761017045023	Del	C	0	182	FALSE	NA
token	1.245905770590949	Subl	C	1	182	TRUE	-5.204006687076795
sakter	-0.02236047956875661	Pl	V	20	181	TRUE	-2.2027647577118348
szlogen	1.9318761017045023	Ela	C	1	180	TRUE	-5.19295685089021
bunker	1.476796124675244	Del	C	10	179	TRUE	-2.8848007128467095
ómen	0.7761153970932089	Pl	V	0	179	FALSE	NA
partner	3.170887565855278	Ill	C	1	178	TRUE	-5.181783550292085
maszek	1.0569096792608152	Ade	C	177	9	TRUE	2.9789251552376097
pollen	1.5346232211256754	Ine	C	0	177	FALSE	NA
token	1.245905770590949	Supe	V	0	177	FALSE	NA
zsakett	-0.03701015209889327	Ine	C	40	177	TRUE	-1.4872702784598928
modem	1.8046211752050836	Del	C	0	176	FALSE	NA
muter	0.5004649093036383	Poss.3Sg	C	176	2	TRUE	4.477336814478207
szoftver	2.8823776554889804	Poss.3Sg	C	9	176	TRUE	-2.9732594177019323
konszern	1.5587549012315391	Transl	C	0	174	FALSE	NA
fotel	1.918034842594317	Del	C	53	173	TRUE	-1.182999680945657
láger	1.242439945332364	Dat	C	4	173	TRUE	-3.7669972333778885
szovjet	2.59966886920045	Ine	C	0	173	FALSE	NA
docens	2.334254917204184	Abl	C	0	172	FALSE	NA
hardver	2.192226286470405	Ade	C	0	172	FALSE	NA
hardver	2.192226286470405	Poss.3Pl	V	2	172	TRUE	-4.454347296253507
bróker	1.509573270037965	Poss.2Sg	V	0	171	FALSE	NA
korvett	0.3058136782559591	Acc	V	0	169	FALSE	NA
skanzen	1.4895721276614022	Poss.3Sg	C	23	169	TRUE	-1.9944044989939238
motel	1.2119005338291844	Dat	C	7	168	TRUE	-3.1780538303479458
panel	2.4164305848960708	Distr:nként/Adv	V	12	168	TRUE	-2.639057329615259
rulett	1.0008565784407637	All	C	3	168	TRUE	-4.02535169073515
skanzen	1.4895721276614022	Ins	C	11	168	TRUE	-2.7260687066048885
szonett	1.1139782696654663	Ins	C	0	168	FALSE	NA
bankett	1.09656121596579	Ins	C	11	166	TRUE	-2.7140925155581725
duett	1.4809516014593376	Dat	C	0	166	FALSE	NA
zsáner	1.2899655745630536	Abl	C	0	165	FALSE	NA
drukker	1.599349006057054	Ins	C	5	164	TRUE	-3.4904285153900982
káder	1.0191292004490349	Dat	C	20	164	TRUE	-2.1041341542702074
puffer	1.3898337365494366	Supe	V	2	164	TRUE	-4.406719247264253
balek	1.18302479496678	Pl.Poss.3Sg	C	163	4	TRUE	3.7074558396868715
klaszter	1.9252273729939529	Ela	C	2	162	TRUE	-4.394449154672439
panel	2.4164305848960708	Poss.1Pl	V	24	162	TRUE	-1.9095425048844386
maszek	1.0569096792608152	Dat	C	161	13	TRUE	2.5164550075229264
pátens	0.4900970738392732	Poss.3Sg	V	2	161	TRUE	-4.388257184424518
totem	0.8624780099324221	Poss.3Sg	V	0	161	FALSE	NA
kolesz	0.7726222789466473	Poss.3Sg	V	160	2	TRUE	4.382026634673881
púder	1.360068138969874	Poss.1Sg	V	0	160	FALSE	NA
púder	1.360068138969874	Dat	C	7	160	TRUE	-3.1292636661785136
skanzen	1.4895721276614022	Transl	C	2	160	TRUE	-4.382026634673881
szlogen	1.9318761017045023	Supe	V	0	160	FALSE	NA
farmer	1.984242209298364	Pl.Poss.3Sg	V	0	159	FALSE	NA
kódex	2.156884917051594	Abl	C	0	159	FALSE	NA
panel	2.4164305848960708	Pl.Poss.3Sg	V	0	158	FALSE	NA
pátens	0.4900970738392732	Ins	C	0	158	FALSE	NA
pasztell	1.4163120740957438	Ine	C	7	157	TRUE	-3.1103356562929947
púder	1.360068138969874	Poss.3Sg	V	0	157	FALSE	NA
mater	1.2873847479934366	Poss.1Sg	V	0	156	FALSE	NA
omlett	0.9301594617947097	Ins	C	0	156	FALSE	NA
rubel	1.3648850069419438	Ela	C	12	156	TRUE	-2.5649493574615367
hardver	2.192226286470405	Poss.1Sg	V	0	154	FALSE	NA
okker	0.6295458844043035	Ins	C	30	154	TRUE	-1.6357552207514738
fater	1.2643232470451446	Pl	V	153	0	FALSE	NA
matek	1.7446768078145567	Poss.1Sg	V	153	0	FALSE	NA
sláger	2.2587678514546465	Poss.1Pl	V	0	152	FALSE	NA
stukker	0.4972514689535526	Ins	C	94	152	TRUE	-0.48058573857627246
szoftver	2.8823776554889804	Transl	C	0	152	FALSE	NA
ámen	0.8284166730406731	Pl	V	0	152	FALSE	NA
fotel	1.918034842594317	Poss.2Sg	V	35	151	TRUE	-1.4619317753255108
krapek	0.2858131136537797	Acc	V	151	2	TRUE	4.324132656254979
pamflet	0.7429766651842116	Dat	C	0	150	FALSE	NA
sólet	0.5795661084462529	Ins	C	6	150	TRUE	-3.2188758248682006
drukker	1.599349006057054	Pl.Poss.3Pl	V	0	149	FALSE	NA
tangens	0.20752315858022177	Poss.3Sg	V	0	149	FALSE	NA
token	1.245905770590949	Poss.3Sg	C	2	149	TRUE	-4.310799125385514
bunker	1.476796124675244	Ins	C	37	148	TRUE	-1.3862943611198906
plakett	1.2063588716944174	Pl.Poss.3Sg	C	0	147	FALSE	NA
dzsungel	1.8138983008598983	All	C	2	146	TRUE	-4.290459441148391
szonett	1.1139782696654663	Ela	C	4	146	TRUE	-3.597312260588446
dzsungel	1.8138983008598983	Abl	C	0	145	FALSE	NA
